prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,CC (index) (in us),cache,num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,prepare_phase_dist_write (in us),time_wait_buffer,num_home_txn,Throughput,time_waiting_for_job,time_read_queue,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,average_local_latency,network (in us),abort_local (in us),commit_phase (in us),lock_phase_dist_write (in us),time_send_msg,execute_phase_local (in us),execute_phase_dist_readonly (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),commit_phase_dist_readonly (in us),num_aborts_remote,int_aborts_ws1,95%_latency,commit_phase_local (in us),max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,num_cache_evictions,num_ro_read,commit_phase_dist_write (in us),NETWORK_DELAY,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,num_renew,abort_dist_readonly (in us),time_idle,time_recv_msg,num_cache_hits,num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,lock_phase_local (in us),prepare_phase_dist_readonly (in us),execute_phase_dist_write (in us),num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,COLLECT_LOCAL_LATENCY,int_inevitable,lock_phase_dist_readonly (in us),lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,average_distributed_latency,num_aborts,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,num_cache_updates,num_cache_remove,READ_PERC,num_pre_aborts,CC (row) (in us),prepare_phase_local (in us),num_aborts_rs,time_write_queue,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,COLLECT_DISTRIBUTED_LATENCY,time_output_idle,abort_dist_write (in us),time_write_output_queue
16197.7,0,87,2.71729,12381.4,0.620055,0.99,0.00221354,0,493.317,0,8288,1.93524,0,28,22934.3,6.89673,87,31.5347,0,1.69179,8265,0,0,0.05,0.131997,28283.1,226996,9308.11,0,0.0277069,1451.86,14641.3,WAIT_DIE,3.51664,0,0,0,4.28626,0,0.00375343,0.00122182,0,0,0,0,0,false,0,0,0,0,0,0,77.2482,1071.99,4.53065,404,0,2.05582,61.7604,2.71729,0,2129,0.0027057,11.0043,0,0,21838.8,0,0,23,0,0,18.3851,1.05999,0,1959,0,0,0,73,8926,0,0,5676.87,18952.3,0,27,0,0.449703,false,0,0,0,0,90.6583,TWO_PC,1.27959,8288,14238,0,0,1112.53,73,0,0,0,0,0.5,0,0,15928.4,6747,0.00428243,0,37,87,582168,0,0,false,1.11072,1.20323e+06,0.00388146
15115.1,0,37,4.07789,30574.1,2.42463,1.1,0.00434182,0,1826.59,0,22639,3.87963,0,28,20632.9,12.0154,37,8.80855,0,2.15591,22639,0,0,0.05,0.920888,24153.4,1.70237e+06,11194.1,0,0.0920789,38275.1,37380,WAIT_DIE,6.89906,0,0,0,5.12194,0,0.0253397,0.00203885,0,0,0,0,0,false,0,0,0,0,0,0,117.613,2682.45,1.4624,1282,0,4.02217,4.52864,4.07789,0,9859,0.00311917,19.1131,0,0,25882.3,0,0,10,0,0,15.3829,1.38356,0,2482,0,0,0,116,23348,0,0,3766.01,21025.9,0,11,0,1.46998,false,0,0,0,0,17.7309,TWO_PC,4.3983,22639,13938.7,0,0,20127.3,116,0,0,0,0,0.5,0,0,17406.5,13465,0.0262268,0,16,37,2.36775e+06,0,0,false,1.97624,4.30504e+06,0.0199913
14313.9,0,943,0.107715,6033.29,0.0252716,0,0.00204518,0,194.991,0,0,0.0678396,0,28,14259.1,1.14777,943,841.982,0,0.547481,0,0,0,0.05,0.00988365,18626,0,4924.37,0,0.0255318,200.012,9708.19,WAIT_DIE,0,0,0,0,3.02902,0,0.00400452,0.00122213,0,0,0,0,0,false,0,0,0,0,0,0,31.3593,208.739,4.90322,0,0,0.0878701,4.83912,0.147545,0,0,0.0105066,1.6115,0,0,13259.4,0,0,204,0,0,22.2046,0.533761,0,1347,0,0,0,0,350,0,0,13363,10374.6,0,389,0,0.269861,false,0,0,0,0,13252,TWO_PC,0.0513432,0,13450.6,0,0,0,0,0,0,0,0,0.5,0,0,14862,0,0.00459812,0,350,943,0,0,0,false,0.57754,0,0.00374639
10484.5,0,1375,0.0997508,3068.48,0.0169014,0.6,0.00274087,0,130.544,0,87,0.0358255,0,28,11009.2,1.15737,1375,1252.1,0,0.335085,87,0,0,0.05,0.00648969,12353.2,194.075,3214.58,0,0.0429336,380.127,5701.26,WAIT_DIE,0.0664524,0,0,0,2.96799,0,0.00557456,0.00201413,0,0,0,0,0,false,0,0,0,0,0,0,30.7483,388.811,5.06912,0,0,0.0638415,8.83379,0.161912,0,9,0.0147234,1.69526,0,0,8620.18,0,0,295,0,0,21.3309,0.728362,0,1706,0,0,0,1,599,0,0,11898.1,4533.94,0,568,0,0.74851,false,0,0,0,0,7359.71,TWO_PC,0.0344508,87,9294.65,0,0,0,1,0,0,0,0,0.5,0,0,9277.19,78,0.00642407,0,512,1375,133.882,0,0,false,1.00436,144.245,0.00562482
8479.88,0,1010,0.434955,3245.28,0.0293853,0.8,0.00277929,0,274.675,0,5074,0.0669172,0,28,9603.75,2.96658,1010,583.248,0,0.770706,4949,0,0,0.05,0.0141164,10696.7,11696.4,2874.93,0,0.0382349,1038.78,2850.78,WAIT_DIE,3.38104,0,0,0,2.91134,0,0.00518088,0.00180181,0,0,0,0,0,false,0,0,0,0,0,0,48.4871,294.271,3.29638,140,0,0.0996003,248.727,1.24176,0,2114,0.0117975,4.98891,0,0,8080.1,0,0,233,0,0,18.3204,0.76935,0,2209,0,0,0,40,5526,0,0,6285.79,6259.52,0,431,0,0.719612,false,0,0,0,0,524.573,TWO_PC,0.0586876,5074,7640.97,0,0,35.4508,40,0,0,0,0,0.5,0,0,8763.79,3039,0.00590935,0,346,1010,14785.2,0,0,false,1.16896,28589.4,0.0453306
7208.44,0,342,1.11006,3972.1,0.0955727,0.9,0.00302949,0,567.6,0,7218,0.243573,0,28,9323.47,2.81014,342,210.947,0,0.68325,7185,0,0,0.05,0.0273909,10017.4,33015.4,3166.05,0,0.0561988,1125.92,3899.74,WAIT_DIE,4.74168,0,0,0,3.1508,0,0.0218943,0.00181857,0,0,0,0,0,false,0,0,0,0,0,0,45.3952,700.357,1.72834,194,0,0.544259,252.766,1.53212,0,3096,0.00653614,4.14293,0,0,7599.99,0,0,70,0,0,17.3905,0.548148,0,2556,0,0,0,37,7373,0,0,2853.19,6772.48,0,134,0,0.631538,false,0,0,0,0,142.484,TWO_PC,0.196363,7218,6370.31,0,0,634,37,0,0,0,0,0.5,0,0,7305.4,4110,0.022798,0,138,342,81226.2,0,0,false,1.14288,169241,0.00515584
19126.4,0,81,2.27721,10206.8,0.569528,0.99,0.00166052,0,1064.09,0,11055,1.6359,0,28,26388.1,5.47799,81,34.5942,0,1.31427,10964,0,0,0.05,0.149097,25333,209700,8654.26,0,0.0616409,3142.23,5850.93,WAIT_DIE,4.62412,0,0,0,3.35598,0,0.00278298,0.000880418,0,0,0,0,0,false,0,0,0,0,0,0,65.5601,1563.63,0.989765,352,0,1.8908,3.84306,2.27721,0,3961,0.0024908,8.17229,0,0,21238.2,0,0,17,0,0,17.9332,0.795995,0,1457,0,0,0,65,11227,0,0,7058.96,19087.2,0,31,0,0.625808,false,0,0,0,0,62.4014,TWO_PC,1.18106,11055,17151.7,0,0,1845.22,65,0,0,0,0,0.5,0,0,18013.8,7220,0.00320061,0,33,81,531540,0,0,false,0.963156,1.1077e+06,0.00288076
13026.9,0,42,4.05954,7765.72,2.0242,1.1,0.00420469,0,1339.51,0,18150,3.53342,0,28,20416.5,11.4299,42,10.291,0,2.06369,18131,0,0,0.05,0.564912,19024.7,1.06315e+06,7897.15,0,0.0504598,9531.56,1145.45,WAIT_DIE,4.54229,0,0,0,3.34147,0,0.00734275,0.00222329,0,0,0,0,0,false,0,0,0,0,0,0,114.274,2106.07,0.5455,1584,0,3.6772,5.77923,4.05954,0,9295,0.00359622,18.1754,0,0,19505.8,0,0,12,0,0,17.8426,1.649,0,3083,0,0,0,173,19071,0,0,1853.59,11088.5,0,13,0,1.02266,false,0,0,0,0,17.3797,TWO_PC,4.1702,18150,11226.2,0,0,2913.72,173,0,0,0,0,0.5,0,0,13677.2,9749,0.008333,0,17,42,1.99551e+06,0,0,false,2.20612,4.11707e+06,0.0188348
8027.12,0,1784,0.0957663,2579.8,0.0132694,0,0.00335407,0,36.8558,0,0,0.0319173,0,28,8038.55,1.31652,1784,1561.38,0,0.580427,0,0,0,0.05,0.00507416,8922.67,0,2662.5,0,0.0568575,89.7296,4051.03,WAIT_DIE,0,0,0,0,3.49548,0,0.00507526,0.00182501,0,0,0,0,0,false,0,0,0,0,0,0,31.9921,83.7371,2.96688,0,0,0.0512678,8.03561,0.123995,0,0,0.0187856,1.77382,0,0,7410.44,0,0,389,0,0,22.2121,0.45114,0,2017,0,0,0,0,640,0,0,8855.25,4623.08,0,755,0,0.319831,false,0,0,0,0,7405.88,TWO_PC,0.0279185,0,6948.09,0,0,0,0,0,0,0,0,0.5,0,0,7590.76,0,0.00583376,0,640,1784,0,0,0,false,0.504263,0,0.0289546
10840.7,0,1210,0.107716,4670.58,0.0195098,0.6,0.00245861,0,268.724,0,13,0.0480981,0,28,10672,1.02376,1210,1113.94,0,0.513328,13,0,0,0.05,0.00723451,14550.1,54.5976,3892.93,0,0.0787088,251.727,7818.95,WAIT_DIE,0.0304958,0,0,0,2.49611,0,0.00465933,0.00156992,0,0,0,0,0,false,0,0,0,0,0,0,30.4147,255.373,4.85743,0,0,0.0663989,4.59494,0.139665,0,13,0.0131322,1.55468,0,0,10673.1,0,0,263,0,0,21.8389,0.366353,0,1547,0,0,0,0,456,0,0,11425.4,7863.14,0,506,0,0.521469,false,0,0,0,0,10315.2,TWO_PC,0.040915,13,9501.27,0,0,0,0,0,0,0,0,0.5,0,0,10683.8,0,0.00528814,0,441,1210,105.564,0,0,false,0.436453,226.999,0.00481459
19343.3,0,512,0.52793,8554.28,0.058448,0.8,0.0013766,0,119.569,0,2921,0.123486,0,28,23264.4,2.67433,512,334.761,0,0.992482,2910,0,0,0.05,0.0215987,26576.6,11774.7,7217.33,0,0.0155594,781.92,9848.61,WAIT_DIE,1.46103,0,0,0,2.51718,0,0.00250854,0.000761136,0,0,0,0,0,false,0,0,0,0,0,0,42.8246,163.827,3.18487,16,0,0.207465,11.2113,0.664472,0,1161,0.0059576,4.08165,0,0,19033.6,0,0,101,0,0,20.8281,0.842314,0,960,0,0,0,13,3132,0,0,12369,16574.3,0,217,0,0.261483,false,0,0,0,0,1179,TWO_PC,0.11885,2921,18519.1,0,0,5.34545,13,0,0,0,0,0.5,0,0,19083.8,1760,0.00286418,0,194,512,23333.1,0,0,false,0.610072,48409.5,0.00248217
14796,0,210,1.1786,9026.64,0.151634,0.9,0.0018958,0,714.342,0,10146,0.44956,0,28,16787,2.6504,210,136.447,0,0.808351,10080,0,0,0.05,0.0589064,21498.5,63299.3,5783.03,0,0.106664,814.701,16724.3,WAIT_DIE,6.39524,0,0,0,2.46753,0,0.00361161,0.00119876,0,0,0,0,0,false,0,0,0,0,0,0,43.0937,1016.27,2.76364,96,0,0.850769,485.068,1.33665,0,4619,0.0042887,4.08678,0,0,13919.4,0,0,33,0,0,15.6184,0.502285,0,2018,0,0,0,55,10554,0,0,8562.49,15094.3,0,93,0,0.621743,false,0,0,0,0,113.757,TWO_PC,0.290724,10146,13950.1,0,0,652.085,55,0,0,0,0,0.5,0,0,15209.6,5844,0.0041652,0,84,210,122028,0,0,false,0.707439,234988,0.0185193
14634.4,0,103,2.29043,8659.02,0.447965,0.99,0.00215654,0,820.97,0,16841,1.29272,0,28,20684.4,6.31663,103,40.9139,0,1.35772,16833,0,0,0.05,0.208053,20045.8,291806,5864.24,0,0.0470134,1466.92,8177.52,WAIT_DIE,8.1605,0,0,0,3.26361,0,0.0202317,0.00133478,0,0,0,0,0,false,0,0,0,0,0,0,70.4895,591.555,2.06635,586,0,1.43942,521.984,2.42608,0,5847,0.00334952,8.65556,0,0,17558.7,0,0,23,0,0,14.1772,0.938359,0,1983,0,0,0,66,17056,0,0,3018.17,19237.9,0,47,0,0.911323,false,0,0,0,0,35.3843,TWO_PC,0.956868,16841,13884.7,0,0,12.6477,66,0,0,0,0,0.5,0,0,16071.1,11168,0.0208706,0,33,103,418807,0,0,false,1.39793,891583,0.00360977
9759.11,0,41,3.55131,6518.81,2.09232,1.1,0.00295727,0,4689.78,0,37673,3.38982,0,28,13723.4,9.71116,41,11.4606,0,1.93305,37606,0,0,0.05,1.13231,17564,1.87532e+06,4826.95,0,0.121655,165.503,3826.66,WAIT_DIE,8.92651,0,0,0,5.03338,0,0.00560626,0.00174835,0,0,0,0,0,false,0,0,0,0,0,0,100.169,6945.64,1.2939,2308,0,3.44296,3.84687,3.55131,0,15806,0.00323498,14.7767,0,0,12364.6,0,0,10,0,0,13.3597,0.944489,0,2656,0,0,0,137,38406,0,0,515.328,14157.6,0,15,0,2.68658,false,0,0,0,0,5.1469,TWO_PC,3.59233,37673,9315.1,0,0,529.383,137,0,0,0,0,0.5,0,0,11693,22576,0.00647282,0,16,41,2.07121e+06,0,0,false,1.63964,3.54937e+06,0.0253356
14285.8,0,900,0.123728,7380.49,0.0269923,0,0.00184445,0,126.365,0,0,0.0722272,0,28,12989.2,0.998264,900,807.3,0,0.655062,0,0,0,0.05,0.0115171,19351.1,0,5326.05,0,0.0439217,129.353,12094.8,WAIT_DIE,0,0,0,0,3.96662,0,0.00270592,0.000955241,0,0,0,0,0,false,0,0,0,0,0,0,31.2152,110.578,3.0656,0,0,0.0957604,3.12235,0.157037,0,0,0.00987206,1.85719,0,0,15259.9,0,0,187,0,0,22.3968,0.387363,0,1204,0,0,0,0,314,0,0,11135.8,13787,0,399,0,0.248054,false,0,0,0,0,15254.9,TWO_PC,0.0558728,0,13353.1,0,0,0,0,0,0,0,0,0.5,0,0,16782.4,0,0.00314197,0,314,900,0,0,0,false,0.395568,0,0.00273895
11511,0,1181,0.107907,4603.86,0.0202774,0.6,0.0024223,0,149.778,0,60,0.044709,0,28,12895.1,1.1579,1181,1036.16,0,0.394943,60,0,0,0.05,0.00785032,13834,130.933,4091.97,0,0.0317833,496.906,7441.26,WAIT_DIE,0.0634816,0,0,0,2.30123,0,0.00451349,0.00147463,0,0,0,0,0,false,0,0,0,0,0,0,31.914,318.728,4.57606,0,0,0.0766945,4.59007,0.156924,0,0,0.0128833,1.71174,0,0,11552.9,0,0,259,0,0,21.4466,0.635017,0,1574,0,0,0,1,480,0,0,9781.09,7797.69,0,504,0,0.850954,false,0,0,0,0,10054.5,TWO_PC,0.0429613,60,10070.7,0,0,0,1,0,0,0,0,0.5,0,0,11252.1,60,0.00515549,0,418,1181,70.5838,0,0,false,0.816359,41.5527,0.00432651
6789.43,0,1055,0.280059,3310.66,0.0258551,0.8,0.00301288,0,265.663,0,4641,0.0598504,0,28,6958.63,2.53069,1055,716.218,0,0.795629,4469,0,0,0.05,0.0116837,9641.34,8594.87,3073.31,0,0.0715652,1031.19,3934.45,WAIT_DIE,3.19141,0,0,0,2.82765,0,0.00631683,0.00208962,0,0,0,0,0,false,0,0,0,0,0,0,41.2444,340.507,3.35889,222,0,0.095764,232.196,1.36489,0,1944,0.0125535,3.5337,0,0,8171.94,0,0,225,0,0,18.7907,0.286981,0,2297,0,0,0,23,4901,0,0,4656.63,5592.68,0,446,0,0.587648,false,0,0,0,0,660.529,TWO_PC,0.0506182,4641,6113.2,0,0,102.289,23,0,0,0,0,0.5,0,0,7719.72,2545,0.00721808,0,384,1055,12681.7,0,0,false,0.796758,24859.2,0.0131594
11320.8,0,224,1.5234,8143.39,0.154137,0.9,0.00230728,0,540.07,0,7725,0.398959,0,28,12046.3,3.48176,224,129.985,0,0.86862,7664,0,0,0.05,0.056062,19003.8,64453.6,4574.71,0,0.0946383,3814.47,5518.77,WAIT_DIE,4.84738,0,0,0,2.56061,0,0.00716426,0.0652692,0,0,0,0,0,false,0,0,0,0,0,0,48.2517,739.656,1.38733,218,0,0.932834,412.903,1.69696,0,2534,0.00493193,4.98658,0,0,10738.3,0,0,43,0,0,17.1344,0.534394,0,2081,0,0,0,53,7813,0,0,3256,13557.9,0,89,0,0.429989,false,0,0,0,0,131.026,TWO_PC,0.294852,7725,10598.9,0,0,277.208,53,0,0,0,0,0.5,0,0,14467.2,5170,0.00778324,0,92,224,130098,0,0,false,0.745181,254408,0.00435199
